CVEGEO,dist_min_km,gen_min_km
7033,36.40324820673358,28.19114227907812
7053,47.95720295113651,45.67796219862247
7025,52.152418028558266,15.098479573590497
7026,24.59418148778739,55.89238003501063
7027,28.58311156867571,24.05201417974764
7030,65.67243393968532,67.91078663245366
7031,24.765434332375644,105.48582997617274
7055,11.452795045171554,11.772683622511018
7023,10.157638840763765,46.200652266020754
7034,83.88594231615426,80.49105312026346
7075,46.2599939896176,93.22938368879339
7076,49.139678733423914,43.77382750718812
7038,23.236418582264385,78.76745730027763
7039,56.33591153389801,34.112288306676525
7040,25.854468287843215,13.50426683485971
7041,83.14605878275957,138.34982299619114
7043,59.234603360382245,21.126292012557464
7044,28.195593829734126,25.077819354968256
7045,52.718380271431606,24.571570310565985
7046,42.983750693400516,49.534456528917715
7048,36.68338477860266,53.39213687457934
7052,68.30581187612965,154.71143855023305
7056,17.123995236575478,57.147613837239575
7054,25.313423517004093,5.125894564960186
7072,58.35641033252606,16.699733497692698
7111,13.767962194149483,37.832529255748156
7110,13.225931923762904,46.43601295423336
7051,29.38167857011796,43.62504895326476
7050,31.737845993578464,115.35159739557253
7049,25.497845729441373,33.94249574746008
7096,43.82633077508342,58.16264329146132
7097,61.38539584234037,12.051286258731652
7099,98.8712926283074,115.76512040967907
7058,29.509467946222117,66.47597734123721
7060,45.46453467185424,17.12369863399545
7070,48.80785471496245,41.50949222384703
7063,18.3258858626894,5.161325943293194
7057,38.79285116506993,28.650790986886285
7101,6.065775347046587,2.4568803605113803
7102,5.402654348011035,6.228744690527966
7103,30.7027111513427,19.653983031111043
7104,75.58308465857122,107.05239605537075
7079,16.69893692275868,12.653151590306773
7120,30.600914733969468,37.37824478441438
7107,35.86425040103999,56.607349081605314
7108,10.370957948046748,50.25855887830167
7109,40.18697974372345,73.71875221839584
7085,27.8491033191906,11.404415559132932
7088,49.87394636471978,36.596142090123266
7093,20.55264974613508,67.46504074661478
7098,21.466100422636558,57.5323552225873
7100,48.451817641547116,79.55424390977295
7105,14.86174193665828,22.785506229578115
7112,31.31427518974668,74.95842118693714
7087,29.74011158892275,30.84915884358552
7113,21.18029247153572,43.16967975072935
7115,119.3435553087538,178.93705832219385
7117,43.20694175437237,51.63348913156936
7118,49.406457603294996,24.898758418211287
7047,46.47514822810303,23.127754417488372
7092,21.782992443841117,41.109209625694476
7018,40.06799846641036,18.39594292568631
7059,84.18158060235884,188.83596465273087
7061,33.056167641934394,38.78650407565505
7064,22.476075525641626,89.23153393580856
7066,40.206823863190884,62.29670031508807
7071,15.16451749387903,7.199639748408276
7078,4.075056077070583,58.819666798948326
7032,16.788132578957164,16.738796659632232
7125,39.77483322328377,41.002172874974086
7035,18.03455770718537,18.885002348334353
7062,34.52531082115116,45.64218772652041
7037,20.788226357230318,15.405309831767577
7068,53.98490930659821,36.84701313425289
7074,19.08458830216386,60.56244378415888
7082,30.788487631221457,74.78489027369224
7083,71.14493966979342,101.3524349331752
7084,60.85938845017163,15.402822613875754
7089,5.426385016173152,6.081715205624062
7008,52.74833387738581,61.40910943241292
7009,70.90947465628476,26.567235769359343
7017,59.759418576068015,70.74442851419911
7116,161.91152823151722,219.65219622465173
7094,19.63235803200881,70.38061613450131
8037,30.315759392514575,15.125466924072539
8021,22.230059978304737,6.151396090486695
8019,39.038776823695095,39.71146101489613
8001,134.7465099239626,98.7941713763368
8006,115.15319846320175,118.34059102520386
8052,165.6104249929865,161.759892887798
8020,88.55001900534076,109.04001812185216
8041,47.70529467017357,111.36925420105516
8055,48.96807157669526,25.544299220336537
8032,76.4845740949237,53.83352368204971
8017,81.07685197839966,82.41654173967238
8043,83.26960176899435,129.09131816561472
8016,28.04874069799826,53.1846590913185
8023,205.94713694015562,171.59733038999886
8059,104.68623381426389,89.89754790336166
8015,149.01195137235715,148.23484907510752
8049,76.9449003266934,125.89572568412996
8036,52.83432412927499,52.05840953242929
8060,92.30862074021674,89.65916863600219
8007,53.93881084750373,141.78324248974764
8008,61.9945450530493,109.29680621252324
8051,6.40659002651143,75.5922748886534
8067,78.59320961753856,39.41212075805667
8062,6.028876619330597,23.996107477345273
8061,92.89628775388898,80.89542637321497
8029,72.670780257282,96.31288806931204
8003,37.989259723909306,38.8225117790779
8014,56.51204578820107,57.00505255887427
8018,89.36492226434332,86.38559983049213
8054,51.52307749162907,53.84676242178864
8058,49.82714300685282,6.470743814311284
