CVEGEO,dist_min_ports
8066,234.54038942379944
8004,459.7131744348766
8009,284.77363630585296
8010,437.01604905543303
8011,532.8971825279771
8012,314.4871454067999
8013,363.3964029393292
8053,605.3813099203777
8057,342.6053065750484
8044,373.8575422458897
8031,331.1360125069459
8056,329.38560098751617
8045,465.56683718704465
8046,170.30914925272938
8047,213.06632404201198
8025,345.89311058994406
8048,397.03907719919204
8024,403.23389280044677
8064,317.8685522870349
8050,422.296838659747
8026,387.1643542406988
8027,248.49080710342847
8028,602.8505390228206
8030,212.7240196230474
8033,339.11825872073473
8034,367.9512284495416
8035,401.99334474117484
8038,512.822259076394
8039,429.22260057887155
8040,294.9597548558791
8042,635.1154775005988
8005,499.5954004438767
9005,315.164010108438
9007,307.75734269473725
9015,317.9587875878751
9017,312.09120869442506
9013,310.98959312004126
9003,317.4840849358968
9008,329.7335820540732
9009,306.80614984778344
9010,327.64950422101896
9014,318.8760511524736
9011,301.83296899782476
9006,311.97228974523495
9002,321.89502701842036
9012,323.1812632199721
9004,334.33826059924024
9016,323.75055303084764
10009,302.2381047525637
10017,351.3212857719323
10036,449.173570776608
10021,296.0781320603683
10034,196.78475509289805
10024,291.25416974130974
10012,375.4737510475348
10039,230.91682548703244
10018,288.2385260246832
10011,315.65757610998145
10005,182.35949457780072
10010,359.7049832761296
10030,338.2838962892978
10029,323.26609562066363
10023,115.3368578881931
10033,233.52991233476607
10016,235.65412131691016
10003,263.15397419360164
10004,322.85029476345517
10006,369.659696359461
10025,340.0203324418994
10008,274.52638537588183
10027,409.7106724072991
10001,210.12633245804196
10035,252.85076219427546
10014,192.3611606035565
10022,260.5138585999037
10038,259.0284300139318
10037,229.4987636577544
10019,174.32542442931853
10028,267.00830324935515
10026,134.13079863668702
10015,329.1480309083548
10031,338.46981920452123
10007,408.6474751122958
10020,255.0186352385296
10032,211.93162519259414
10013,400.83201930563354
10002,208.4700744659269
11044,313.00862681520067
11017,316.3123503541784
11037,342.7421987970535
11010,314.19588479273654
11031,331.49570438679496
11015,353.9831855544195
11034,257.78326655012006
11036,274.74156194972335
11030,355.68683964158265
11026,324.44667969443395
11009,341.82358945878036
11016,277.2107915137162
11024,300.5822644252753
11029,319.8951151429975
11011,303.9993195419538
11027,314.91133069253726
11025,324.84438553898946
11003,330.8081479148906
11004,321.6386073939115
11005,333.6947727183637
11043,261.34055180425594
11022,377.13205554533056
11014,339.7943025601245
11045,239.13599468631776
11001,294.0707191211048
11033,285.5248069700524
11006,227.30510786301838
11002,277.1228117895776
11012,300.13312979031184
11013,285.0115397514968
11007,321.757670874129
11019,304.7251179100572
11035,326.42498104416956
11018,291.97175955381744
11008,307.7396163886403
11041,263.52141995506474
11028,283.2314731719448
11040,271.71168269012486
11042,285.47914115503727
11039,300.7150393813281
11032,294.55760869723133
11023,274.32332789107795
11038,286.27549234218634
11046,266.9692645655937
11021,256.09053760091905
11020,356.52180622566465
12021,241.8093874659186
12060,275.9542735197499
12063,355.51225162806594
12082,340.0923894838438
12024,313.23562238220535
12058,243.6682447935947
12010,347.26912827458267
12011,206.18896122470562
12012,342.0608707215921
12004,310.7998610064712
12068,34.9009932080398
12043,334.5171185437411
12007,212.0323831817767
12057,163.3143268330784
12066,319.00107612311274
12056,324.23116861591393
12001,283.5637914362457
12075,272.4865097526315
12055,280.0320248941291
12006,233.03474440887084
12037,261.34034604490114
12085,358.4135506679323
12027,182.6715388796421
12015,297.00510218556457
12074,317.81302969654894
12014,208.24721931344004
12018,375.58475235610285
12072,352.82209613338085
12009,335.91100287943414
12081,356.46146333424986
12084,368.936664204265
12071,325.627420109766
12070,289.05856752189686
12083,359.146907537953
12079,341.9866800885357
12076,350.34602452385246
12065,300.69079436901245
12073,110.53581588818278
12064,191.75639613804208
12019,330.97035623580524
12005,304.79202084952794
12030,351.91759406888394
12069,321.4016131740493
12036,359.07893224919343
12080,375.008270656524
12078,335.96489566446934
12077,382.756853316587
12023,355.8949443254031
12048,113.65989889744996
12053,316.98504648734945
12054,197.26405410053766
12047,252.80116728675932
12049,284.15169612406606
12050,171.36731010370318
12051,325.10270013546847
12045,314.9522695666529
12046,341.6752248927762
12040,254.81447940528193
12013,365.09786196329907
12062,338.00962756063205
12041,351.4324033487368
12042,298.98034351841727
12044,305.30566460732143
12038,79.89609236685857
12039,300.5441104786595
12002,338.1516002839324
12003,166.22172175458385
12034,310.97706664449294
12035,276.34863077990644
12031,225.93021068056987
12032,229.0631311869808
12033,297.73704627997637
12028,328.33685338267924
12029,270.12846389328683
12008,329.6225580043811
12025,367.5623785236527
12026,250.83495086938316
12059,287.1496329683017
12061,300.333073513373
12052,378.15297835927413
12067,186.05317717893874
12016,67.02298373792048
12017,261.55981356657486
12020,334.8090990738962
12022,132.83758287563694
13031,192.0457020261692
13005,264.450977825561
13075,273.7448227186544
13028,135.3432480746566
13045,239.64356738922515
13021,263.9884270894142
