CVEGEO,pv_mean_annual_kwh
31030,1616.584963798523
31038,1637.0250487327576
31041,1633.739938735962
31099,1607.8250765800476
31100,1634.835033416748
31002,1628.2649874687195
32029,1895.8099150657654
32028,1675.7150292396545
32027,1794.704933166504
32026,1765.504961013794
32025,1900.1899456977844
32024,1907.489938735962
32008,1852.740077972412
32031,1725.3550863265991
32022,1868.4349846839905
32018,1768.4249234199524
32052,1908.9500069618225
32016,1895.8099150657654
32054,1889.9699902534485
32006,1900.1899456977844
32013,1925.3750348091125
32007,1716.595025062561
32034,1713.3099150657654
32053,1899.82497215271
32055,1748.7149596214294
32003,1830.4749512672424
32039,1873.179988861084
32038,1854.929919242859
32015,1797.625069618225
32017,1878.289966583252
32020,1846.535005569458
32023,1721.705002784729
32058,1811.129961013794
32036,1877.1950459480286
32057,1896.9050097465515
32030,1760.7599568367004
32032,1909.314980506897
32056,1898.365077972412
32035,1874.6400570869446
32005,1919.534935951233
32010,1824.6350264549255
32001,1755.6499791145325
32011,1778.645052909851
32002,1896.540036201477
32040,1845.0749373435974
32041,1816.239938735962
32037,1897.6349568367004
32021,1666.2250208854675
32047,1811.8600821495056
32045,1769.884991645813
32051,1884.8600125312805
32050,1897.6349568367004
32049,1624.615077972412
32048,1730.8300375938416
32019,1737.7650570869446
32033,1700.89994430542
32012,1761.490077972412
32046,1849.4549679756165
32044,1705.6449484825134
32004,1819.890022277832
32043,1765.8699345588684
32042,1816.239938735962
32014,1805.6550097465515
32009,1805.6550097465515
