CVEGEO,water_availability
20524,2.462729
20264,0.508321
20333,19.097052
20198,179.154991
20365,3.030253
20002,30.778398
20006,0.508321
20008,8.463489
20009,30.778398
20010,19.097052
20414,0.0
20291,7.602375
20298,19.097052
20385,3.030253
20023,3.030253
20306,1.700436
20310,3.030253
20309,30.778398
20324,7.602375
20337,19.097052
20351,15.914757
20562,0.0
20426,0.0
20427,179.154991
20021,30.778398
20175,23.352309
20466,0.0
20468,30.778398
20470,19.097052
20479,0.508321
20498,30.778398
20133,0.0
20134,30.778398
20138,30.778398
20149,0.0
20161,0.508321
20159,7.602375
20047,2.462729
20094,0.508321
20031,19.097052
20279,1.700436
20401,7.602375
20367,20.634036
20359,23.352309
20511,0.0
20096,0.508321
20504,3.030253
20537,2.254951
20543,0.0
20548,23.352309
20076,0.0
20463,23.352309
20436,23.352309
20523,0.508321
20054,0.508321
20168,20.634036
20185,111.556852
20246,30.778398
20277,0.0
20542,0.0
20357,19.097052
20489,0.0
20490,30.778398
20502,30.778398
20163,23.352309
20166,30.778398
20237,2.254951
20506,30.778398
20508,19.097052
20205,30.778398
20271,0.0
20545,23.352309
20546,3.030253
20547,2.462729
20186,2.254951
20227,3.030253
20261,2.254951
20552,23.352309
20550,3.030253
20253,1.700436
20254,7.602375
20272,5.674356
20273,0.0
20275,19.097052
20551,19.097052
20553,3.030253
20493,0.508321
20554,30.778398
20555,3.030253
20018,23.352309
20036,19.097052
20338,3.030253
20344,7.602375
20366,7.602375
20377,0.0
20451,23.352309
20404,0.508321
20407,3.437684
20558,23.352309
20561,19.097052
20056,111.556852
20563,15.914757
20497,11.016983
20549,1.937141
20564,0.0
20099,9.344285
20491,0.0
20379,1.937141
20494,0.0
20499,2.462729
20058,23.352309
20569,0.508321
20570,0.0
20567,9.344285
20423,0.0
20528,1.937141
20112,19.097052
20510,0.0
20129,23.352309
20371,0.0
20424,1.700436
20406,30.778398
20422,0.508321
20450,0.0
20075,3.437684
20501,2.254951
20505,3.437684
20459,1.73708
20477,0.0
20484,2.254951
20485,20.634036
20492,0.0
20495,1.700436
20514,30.778398
20534,15.914757
20117,7.602375
20512,1.700436
20518,0.508321
20206,23.352309
20521,0.508321
20001,23.352309
20256,23.352309
20003,30.778398
20263,7.602375
20004,2.254951
20007,3.030253
20267,23.352309
20011,9.344285
20027,30.778398
20030,19.097052
20519,3.030253
20034,2.254951
20013,3.030253
20017,0.0
20049,3.030253
20520,1.937141
20019,23.352309
20022,1.73708
20024,23.352309
20025,3.437684
20026,0.0
20029,30.778398
20032,2.254951
20033,3.030253
20050,0.0
20536,0.0
20037,0.0
20040,23.352309
20045,3.030253
20053,19.097052
20046,0.0
20172,0.0
20048,0.0
20522,30.778398
20456,1.73708
20060,30.778398
20061,15.914757
20062,23.352309
20063,3.030253
20065,1.937141
20069,0.0
20070,20.634036
20072,0.0
20074,19.097052
20078,3.030253
20077,3.030253
20081,1.937141
20092,3.030253
20080,0.0
20084,3.030253
